"t","S","E","I","H","C","R","D"
31.25,5497299.66260861,1088.20949650554,504.684518086656,42.0303570151089,13.1998402112295,1047.05150184912,5.16167772041195
31.5,5497231.90362781,1109.74320334959,518.484935508741,43.2222833783241,13.5839723105165,1077.73137480442,5.33060284223897
31.75,5497154.91484982,1139.24924362923,532.695570788606,44.4413754436686,13.9787298429751,1109.21577669186,5.50445378669495
32,5497068.18162363,1176.93096980937,547.546316431942,45.6941498279907,14.3843587859424,1141.5792168809,5.68336462904391
32.25,5496987.32621918,1207.49095458219,562.653900968109,46.9845898280409,14.8012005558088,1174.87565906167,5.86747582743246
32.5,5496912.82917081,1230.72320872356,577.785616201541,48.3070666005099,15.2295497408402,1209.06845566652,6.05693226073572
32.75,5496828.22542248,1262.69901766759,593.352528882482,49.658599602388,15.6696066808682,1244.14294561158,6.25187907832858
33,5496732.96276851,1303.62971478978,609.60699521124,51.046301220988,16.1216266064263,1280.18012983761,6.45246382232102
33.25,5496644.20397019,1336.71048730722,626.127895737474,52.4744930665046,16.5859691426088,1317.23834369295,6.65884085786355
33.5,5496562.46793423,1361.72475525798,642.65985238808,53.9369422990932,17.0629420177477,1355.27640459854,6.87116920686046
33.75,5496469.6911982,1396.30507672635,659.653694635836,55.4303335316843,17.5527491042481,1394.27733980904,7.08960798707544
34,5496365.28314433,1440.66974260712,677.385617100696,56.9624235245703,18.0556541404195,1434.3290995566,7.31431874204336
34.25,5496268.05850422,1476.39771320669,695.393711321352,58.5378989593414,18.5720349541253,1475.49466704124,7.54547029423605
34.5,5496178.57552881,1503.26302287052,713.398168611719,60.1498808371533,19.10221210013,1517.72795040828,7.78323635963726
34.75,5496077.06015292,1540.56931632124,731.892197820426,61.7946963810331,19.646392029086,1561.00945397762,8.0277905475713
35,5495962.88266792,1588.54060312851,751.177278787429,63.4807915382937,20.2048464084523,1605.43450330593,8.27930891419986
35.25,5495856.62282602,1627.02923236789,770.747780398155,65.2132411584042,20.777971366687,1651.07097341878,8.53797526779612
35.5,5495758.8791599,1655.80111260369,790.29772469617,66.9844737933927,21.3661000069797,1697.86745044688,8.80397854813939
35.75,5495648.05358018,1695.94198447821,810.365383374082,68.7904333232512,21.9694403764689,1745.80167091029,9.07750735740307
36,5495523.47683057,1747.6801003436,831.279010622206,70.640297370488,22.5882714222706,1794.97673691731,9.35875275279608
36.25,5495407.60787421,1789.02970501173,852.486316707894,72.539549657774,23.2230075651664,1845.4656328172,9.64791403297529
36.5,5495301.08634464,1819.74998127845,873.653428143236,74.4798772358408,23.8739940320076,1897.21117880557,9.94519586552565
36.75,5495180.37598702,1862.82048685942,895.36640069619,76.4568124612996,24.541439300606,1950.18807134702,10.2508023186064
37,5495044.76780116,1918.47198573088,917.981771148841,78.4803055069655,25.2256287391069,2004.50756780787,10.5649399081583
37.25,5494918.71465148,1962.76865024067,940.897656628481,80.5562679427448,25.9269948219546,2060.24795498998,10.887823894328
37.5,5494802.89790948,1995.46453498656,963.750574405001,82.6755944571007,26.6458942211381,2117.34581731183,11.2196751398554
37.75,5494671.7289979,2041.54476607698,987.177096122249,84.8333762555084,27.3825344057345,2175.77251562549,11.5607136118877
38,5494524.4592723,2101.24061754202,1011.56354870841,87.0403755778649,28.1372060170221,2235.6478181602,11.9111616991064
38.25,5494387.6498839,2148.5545378559,1036.25553596494,89.3029493771216,28.9103590395486,2297.05548281381,12.2712510468058
38.5,5494262.02434558,2183.23728854335,1060.85827142441,91.6111480388772,29.7023605951202,2359.9253666929,12.641219128767
38.75,5494119.82844718,2232.39050702622,1086.06155799958,93.9595910976375,30.5134153809199,2424.22517912981,13.0213021886763
39,5493960.27432823,2296.24369334793,1112.28300142551,96.3598909908816,31.3438178281237,2490.08352932997,13.411738842444
39.25,5493812.14456517,2346.62716189577,1138.81280571491,98.8188662250707,32.1940345373951,2557.5897889743,13.8127774801854
39.5,5493676.204938,2383.29048226953,1165.22321654326,101.325670480402,33.064441730973,2626.66657844178,14.2246725340941
39.75,5493522.42413328,2435.56096894449,1192.25993938704,103.874420644545,33.9552392204769,2697.27762169773,14.6476768292437
40,5493349.97586164,2503.66377270846,1220.37331088407,106.477615892354,34.866723382564,2769.56067000472,15.0820454862159
40.25,5493189.974955,2557.14894385131,1248.79530676416,109.142551030353,35.7993761611737,2843.61082327682,15.5280439176111
40.5,5493043.22926971,2595.76724747502,1277.06358550667,111.857430741924,36.7535811537013,2919.34294164122,15.9859437745444
40.75,5492877.32186535,2651.17798333923,1305.98235345629,114.615838215452,37.7295308096286,2996.71641414781,16.4560146772677
41,5492691.38919713,2723.59908135091,1336.03607596475,117.431193996384,38.7275212321415,3075.87840189712,16.9385284329622
41.25,5492518.98570979,2780.19561763077,1366.39575799948,120.311282378196,39.7480480388849,3156.92981651094,17.4337676535196
41.5,5492360.96079349,2820.72224029046,1396.56291313206,123.243307434695,40.791500089205,3239.77722419889,17.9420213635648
41.75,5492182.40746744,2879.27254420779,1427.40274494398,126.220287975747,41.8580596742431,3324.37531964684,18.4635761089356
42,5491993.14357151,2947.13609357739,1458.63933447074,129.227444473326,42.9362206523125,3409.92548112371,18.9918541879507
42.25,5491800.55712837,3015.50929018252,1490.67419746126,132.294897479556,44.0378062202562,3497.39295561272,19.5337246747697
42.5,5491623.20128807,3066.17164784739,1523.17278941951,135.420113080797,45.1632517563889,3586.78142831896,20.0894815104662
42.75,5491442.62572602,3117.90305447234,1555.81191830831,138.59999265924,46.3129013494957,3678.08698342136,20.6594237658491
43,5491239.58692734,3189.52868063593,1588.96340758392,141.8367461263,47.4870286886472,3771.35335469121,21.2438549374885
43.25,5491033.13487321,3261.59207832621,1622.96555468883,145.134426380828,48.6859898911103,3866.64399475365,21.8430827525537
43.5,5490843.12769912,3314.60390933484,1657.43537517771,148.491664663565,49.9101981403323,3963.97373390919,22.4574196591437
43.75,5490649.79511095,3368.69126346527,1692.02419532673,151.905157314033,51.1599792205024,4063.33711137504,23.0871823518006
44,5490432.54538283,3444.0009709707,1727.1291027643,155.377184228775,52.4355965728916,4164.77907134983,23.7326912868687
44.25,5490211.77415458,3519.70534129863,1763.11125425503,158.911995688624,53.7374003005208,4268.36558273594,24.3942711376308
44.5,5490008.71403773,3574.96908241152,1799.56025547312,162.508039262266,55.0658008068907,4374.11053307123,25.0722512458635
44.75,5489802.23377824,3631.30798262721,1836.10233658287,166.161699082233,56.4211143325495,4482.00612403703,25.7669650980527
45,5489570.35320284,3710.23030566389,1873.16046225701,169.875324129727,57.8035898643944,4592.09836543828,26.4787498005886
45.25,5489334.85463661,3789.49562112247,1911.11928067866,173.653357667047,59.2135683207482,4704.45558903986,27.2079465567215
45.5,5489118.3838798,3846.8850730114,1949.54016673087,177.494047528811,60.6514542365589,4819.09047755156,27.9549011388537
45.75,5488898.41095371,3905.34199524184,1988.02349167756,181.393446976192,62.1175509177408,4935.99259815282,28.7199633216559
46,5488651.53200056,3987.77093638211,2027.01870260217,185.353965956529,63.6120892812624,5055.20881889898,29.5034863145165
46.25,5488400.95220019,4070.48220055457,2066.93449041254,189.380235028202,65.1353975003827,5176.80964905468,30.3058272595975
46.5,5488170.76397348,4129.84095357108,2107.30327982715,193.470286858468,66.6878706727861,5300.80628786456,31.1273477241612
46.75,5487937.00608448,4190.25160709738,2147.69891342102,197.619826328068,68.2697953401095,5427.18536024239,31.9684130885706
47,5487674.82140299,4276.04432955113,2188.59781842176,201.831315877407,69.8813803264079,5555.9943608975,32.8293919340988
47.25,5487408.86852576,4362.04936972995,2230.43318327311,206.109566722675,71.5229370821468,5687.30576086908,33.7106565614525
47.5,5487164.71389913,4423.18942436685,2272.70788261111,210.452381585892,73.1948472775216,5821.12898152879,34.6125835024588
47.75,5486916.93846331,4485.35744808332,2314.96866974419,214.855100751105,74.8973764772677,5957.44738877245,35.5355528612448
48,5486639.2086099,4574.3323260154,2357.71933085839,219.320230275786,76.6307070382233,6096.30884825602,36.4799476558211
48.25,5486357.66056628,4663.43994926277,2401.41790009004,223.852754347844,78.3951293448623,6237.78754631691,37.4461543564468
48.5,5486099.3554436,4726.14069761535,2445.53723844225,228.450231748022,80.1910072772272,6381.890817901,38.4345634160091
48.75,5485837.39648135,4789.83672497381,2489.59657419673,233.107623443041,82.0185808795322,6528.59844659902,39.4455685629943
49,5485543.95748699,4881.77178471909,2534.12730101856,237.827469840302,83.8780013698038,6677.95838996332,40.4795660955836
49.25,5485246.66945545,4973.7503337048,2579.61253000694,242.61491932851,85.7695334087528,6830.04627265988,41.5369554392245
49.5,5484974.10131651,5037.75793133694,2625.49479762209,247.467273708561,87.6935184002427,6984.86702273016,42.6181396950257
49.75,5484697.8661258,5102.71905575563,2671.2655112208,252.379101649902,89.6501660461076,7142.39651464229,43.7235248834758
50,5484388.63679323,5197.35085188848,2717.48377906477,257.352968307743,91.6395915121699,7302.68249680996,44.8535191901314
50.25,5484075.54843621,5291.92720576077,2764.65789360607,262.394176423571,93.662028816163,7465.80172563977,46.0085335417451
50.5,5483788.68278088,5356.95436942593,2812.19992402138,267.499758947665,95.7177919283785,7631.75639262755,47.1889821719859
50.75,5483498.15828369,5422.88404668926,2859.57331508412,272.663881285758,97.8070551642858,7800.51813626894,48.39528181523
51,5483173.1470919,5519.90702159262,2907.36484481983,277.889123494073,99.9298925415391,7972.13417474342,49.6278509032935
51.25,5482844.28934852,5616.76609069952,2956.10795504731,283.180931786268,102.086502311666,8146.6820614753,50.8871101594499
51.5,5482543.17572866,5682.49235895222,3005.18428768582,288.536059793485,104.277165839425,8324.16091588256,52.1734831807782
51.75,5482238.43437419,5749.06078379461,3054.02935104214,293.94826099448,106.502016848889,8504.53781755206,53.4873955817474
52,5481897.74586038,5848.12715995687,3103.25738639857,299.420120372533,108.761082995358,8687.85911574923,54.8292741418486
52.25,5481553.24718435,5946.91192299316,3153.42680781176,304.957215776185,111.054521499907,8874.20280014901,56.1995474168249
52.5,5481238.02470348,6012.9844151056,3203.88906616536,310.556012701535,113.382575797972,9063.56458041641,57.5986463369432
52.75,5480919.22980727,6079.82940685405,3254.05193966209,316.209846637678,115.745333723138,9255.90666255625,59.0270033005261
53,5480563.07029162,6180.54965859713,3304.55675599978,321.921297533346,118.14277130617,9451.27417367087,60.4850512727718
53.25,5480203.16219947,6280.8617875807,3355.98657137572,327.696062181606,120.574999401675,9649.74515557162,61.9732244135134
53.5,5479874.06435748,6346.89649209189,3407.66309004868,333.530311039278,123.042218109429,9851.31157254259,63.4919586907187
53.75,5479541.47475381,6413.62491958648,3458.96675788232,339.41695844075,125.544464052696,10055.9304553011,65.0416909245838
54,5479170.15727142,6515.56886588375,3510.56543444281,345.358569508062,128.081656403922,10263.6453445048,66.6228578382901
54.25,5478795.17906538,6616.96997878544,3563.06632831641,351.360946563529,130.653854319191,10474.5339299364,68.2358967016208
54.5,5478452.53782617,6682.55359691041,3615.76206001125,357.419960293276,133.261209149728,10688.5841015092,69.8812459590052
54.75,5478106.51171177,6748.74336633669,3668.00634179917,363.528103898538,135.903701047563,10905.7474309195,71.5593442252812
55,5477720.46001802,6851.44191918118,3720.49282698693,369.687918222633,138.581187203865,11126.0655010993,73.2706292896296
55.25,5477330.86255064,6953.4554923768,3773.85222178183,375.905297126687,141.293669830169,11349.6152294667,75.0155387743913
55.5,5476975.1115134,7018.14785369936,3827.34895255,382.175809224226,144.041246192198,11576.3801141525,76.7945107770038
55.75,5476616.10936478,7083.35047473329,3880.31080543722,388.491530064809,146.823834854427,11806.3060073107,78.6079828190542
56,5476215.86088543,7186.29806842585,3933.45630159863,394.854967281285,149.641226102641,12039.4321603608,80.4563908051451
56.25,5475812.20923914,7288.41203165371,3987.43882121312,401.27209187625,152.493360131725,12275.8342862849,82.3401696962868
56.5,5475443.8858002,7351.74909025487,4041.49571883508,407.738170763967,155.380274949381,12515.4911908284,84.2597541651143
56.75,5475072.47225355,7415.49282627087,4094.92987630174,414.244869033904,158.301822651825,12758.342774693,86.2155775003899
57,5474658.67985933,7518.15054223245,4148.48356664194,420.794652882389,161.257721987014,13004.4255864008,88.2080705230866
57.25,5474241.65482302,7619.82056763875,4202.83184926178,427.393555832666,164.247846327996,13253.8136956422,90.2376622737717
57.5,5473861.40122431,7681.317976294,4257.18636539678,434.036546376461,167.272169509995,13506.4809374283,92.3047806805476
57.75,5473478.24581695,7743.11157353685,4310.826332029,440.714890264403,170.330472611298,13762.3610631887,94.4098514217127
58,5473051.67831412,7844.9109630273,4364.5164677055,447.431004922187,173.422398597855,14021.4875548243,96.5532968018938
58.25,5472622.07655153,7945.56444738792,4418.9523447963,454.190971744238,176.547749579543,14283.9323985072,98.7355364528919
58.5,5472230.63972369,8004.7216959235,4473.32148652862,460.989467183774,179.706430660418,14549.6642079989,100.956988013853
58.75,5471836.51640864,8064.05867472591,4526.88090283147,467.817372885078,182.898147780781,14818.610427185,103.218065955359
59,5471398.05765185,8164.4062684123,4580.41626288349,474.677051243423,186.122464367711,15090.8011208266,105.519180418986
59.25,5470956.79047225,8263.44699397651,4634.64231571675,481.574617048449,189.379107290048,15366.3057557836,107.860737931149
59.5,5470555.0205953,8319.75208555536,4688.72429634226,488.504464379239,192.667908818101,15645.087507506,110.243142095086
59.75,5470150.80595637,8376.11556414866,4741.89868173502,495.457110253928,195.988496164064,15927.067398952,112.666792380204
60,5469701.44998044,8474.40051834987,4794.97046504346,502.434857025552,199.340350046515,16212.2717461672,115.132082928995
